date_open,index,open,high,low,close,volume,date_close,feature_ROC_2,feature_RROC_2,feature_ATR_2,feature_ADX_2,price change,feature_RSI_2,feature_ROC_4,feature_RROC_4,feature_ATR_4,feature_ADX_4,feature_RSI_4,feature_ROC_6,feature_RROC_6,feature_ATR_6,feature_ADX_6,feature_RSI_6,feature_ROC_8,feature_RROC_8,feature_ATR_8,feature_ADX_8,feature_RSI_8,feature_ROC_16,feature_RROC_16,feature_ATR_16,feature_ADX_16,feature_RSI_16,feature_ROC_32,feature_RROC_32,feature_ATR_32,feature_ADX_32,feature_RSI_32,feature_ROC_64,feature_RROC_64,feature_ATR_64,feature_ADX_64,feature_RSI_64
2023-01-01 10:00:00,10,16538.32,16548.71,16533.42,16548.34,3803.76616,2023-01-01 11:00:00,0.2131386174935468,-237.5625851616298,26.290000000000873,82.0069809876845,10.459999999999127,50.0,0.054745660546728914,-157.097133493724,30.93000000000029,82.96764452454866,36.2882322446861,0.07272624642362668,,27.93166666666669,69.21434925911144,40.00604549232992,-0.04752158384517813,,27.702500000000327,,33.36484527636004,,,,,,,,,,,,,,,
2023-01-01 11:00:00,11,16547.98,16557.0,16540.2,16556.66,3739.53013,2023-01-01 12:00:00,0.1254855466022775,239.25335577002963,16.045000000000073,99.04779834300979,8.319999999999709,50.0,0.16623341928494462,-319.99726949852396,23.73999999999978,89.75790614812078,43.542064529099,0.1421182454184322,,26.951666666666522,67.1029029529778,39.923809523809524,0.04791832068242741,,26.05500000000029,,38.24925074925032,,,,,,,,,,,,,,,
2023-01-01 12:00:00,12,16556.66,16572.94,16548.58,16560.93,4150.48564,2023-01-01 13:00:00,0.07593056000094744,-63.91051719894095,20.57999999999811,99.97272283067866,4.270000000000437,50.0,0.2808772128220616,-575.3829072741953,23.43499999999949,92.68004607945547,50.0,0.15417782770750232,367.84314402297883,27.479999999999563,66.0692912190296,39.12686014963393,0.15508328745905686,,26.093749999999545,,41.603707701098415,,,,,,,,,,,,,,,
2023-01-01 13:00:00,13,16561.29,16567.26,16539.05,16548.04,4379.68203,2023-01-01 14:00:00,-0.05053021650557321,-135.90599856495183,26.284999999998035,99.08154644771672,-12.889999999999418,19.925338310781044,0.1336107634049899,2530.2813445246793,21.164999999999054,98.10733673732943,39.074419393117594,0.15791106430611546,-510.909144648189,24.588333333332532,72.56758326545896,39.35659940456569,0.14769543296664356,,26.7849999999994,,37.11684569033301,,,,,,,,,,,,,,,
2023-01-01 14:00:00,14,16547.61,16558.56,16540.85,16542.94,3294.99093,2023-01-01 15:00:00,-0.11261221222099715,-251.61253687553452,22.960000000000946,94.43529933077645,-5.100000000002183,0.0,0.0012845277064466032,-12.26800676279276,21.769999999999527,97.32344894879469,29.16377113736297,0.18523274982666926,-243.92493009951534,23.276666666666642,85.59913634697843,42.05178050720098,0.09448677991275023,,26.34999999999991,77.40179340097006,34.085374588167355,,,,,,,,,,,,,,,
2023-01-01 15:00:00,15,16542.94,16559.99,16533.68,16558.73,3220.93236,2023-01-01 16:00:00,0.054226560055847806,-188.93310360317898,22.010000000002037,91.83192388786,15.790000000000873,43.04798255179712,-0.007363490296430353,-106.51118455762368,24.147500000000036,95.7321315080398,34.5207365341591,0.16120402799086886,-267.98481993480607,21.446666666666715,85.0081581553054,40.59788857531031,0.15440387518570464,,23.94374999999991,76.85042045462191,40.21573604060923,,,26.5606250000003,,36.78915447734564,,,,,,,,,,
2023-01-01 16:00:00,16,16558.73,16584.66,16558.0,16565.14,4962.13235,2023-01-01 17:00:00,0.1375743517576966,-220.27609419330236,26.485000000000582,94.9298340369851,6.4099999999998545,50.0,0.0056162749510368926,-105.23837424501848,24.722500000000764,95.16157422437166,35.58262542073993,0.13006895830431908,-2425.129203081144,23.341666666666544,88.30106211240548,39.72821742605863,0.2505398699913508,-517.0551900060633,24.078750000000127,78.64751201496216,44.29142603287389,0.1739515909870537,,25.89500000000021,,37.36694868995623,,,,,,,,,,
2023-01-01 17:00:00,17,16565.13,16596.64,16562.51,16578.85,4714.40354,2023-01-01 18:00:00,0.1273934002555155,204.6064492301046,30.395000000000437,98.09636846435643,13.709999999999127,50.0,0.1403710683234527,-49.098178706799956,26.202500000001237,95.7880644010942,46.68486739469445,0.1332681881137443,60.74816396072347,26.23000000000017,91.35212816206526,40.85409252668978,0.27030477022933486,-502.2630123768572,23.683750000000146,81.4376136908576,43.38164962107217,0.18164736963324213,,26.089375000000246,,36.62887268000246,,,,,,,,,,
2023-01-01 18:00:00,18,16579.25,16603.89,16578.85,16591.88,4146.37245,2023-01-01 19:00:00,0.16080640851612316,14.698422919172693,29.585000000000946,99.27641622139241,13.030000000002474,50.0,0.2734992432267269,415.89694853934066,28.035000000000764,96.61769778316612,50.0,0.16773186349061664,8.887539173997649,26.343333333334158,96.76118396005289,42.236989729869414,0.286091304398739,-614.9081640212424,24.902500000000146,85.02820578193906,43.62282878411884,0.217513628058974,,26.302500000000236,,38.192312825303674,,,,,,,,,,
2023-01-01 19:00:00,19,16591.35,16623.65,16591.34,16603.08,4709.74023,2023-01-01 20:00:00,0.14768719145581422,11.474106873636835,28.67500000000109,99.63057075507086,11.200000000000728,50.0,0.29151599067005485,-3125.092536376307,29.535000000000764,98.16365512063811,50.0,0.2766499771334141,35.32733759533993,27.026666666667854,98.06163190703256,47.96618280427427,0.3007025383901185,-14236.232610797955,26.8412500000004,87.24844809462589,43.87303317212705,0.29426563077186163,,26.448125000000346,,40.938853959670034,,,,,,,,,,
2023-01-01 20:00:00,20,16603.53,16628.0,16600.55,16604.51,4189.05318,2023-01-01 21:00:00,0.07806931729288369,-50.24449531470614,29.88000000000102,99.99904951997641,1.429999999996653,50.0,0.26524132050989024,-2157.454648563178,29.732500000000982,99.67193325330658,50.0,0.3538964425588986,60.57136287191509,28.650000000000848,98.45162692719488,50.0,0.29661146701414065,273.78284596374414,27.227500000000873,92.85828075087495,43.6264437043855,0.37652775653134185,,26.66062500000021,,42.559603536029776,,,,,,,,,,
2023-01-01 21:00:00,21,16604.51,16608.83,16592.63,16606.68,3656.77804,2023-01-01 22:00:00,0.020494290261185988,-86.95680520379615,21.825000000000728,96.40025376161842,2.1700000000018917,50.0,0.1951903607839478,137.25596947877068,25.25000000000091,99.737097654992,50.0,0.3348939856482325,80.66694431692108,26.965000000000753,98.6691889130512,50.0,0.3391164274061609,157.45287288958227,25.726250000001073,95.73063534186372,48.07663297631544,0.4258733692933836,,26.255625000000236,,42.21061487765531,,,,,,,,,,
2023-01-01 22:00:00,22,16607.02,16613.85,16586.24,16602.12,3690.19661,2023-01-01 23:00:00,-0.01627829543391357,-122.82592416349512,21.904999999998836,91.53560505719605,-4.56000000000131,24.38202247191741,0.0855501674957182,-52.42908290380013,25.892499999999927,98.55708626506053,43.32552693208236,0.2774822604033389,94.20774309834081,27.1233333333336,98.09278020465031,47.398448197169586,0.363360879516339,179.210089372424,26.963750000000346,96.5311622010784,48.27325053014195,0.43602970973446453,,26.656875000000127,,40.98137377604315,,,,,,,,,,
2023-01-01 23:00:00,23,16602.39,16625.0,16600.8,16616.75,3846.61495,2023-01-02 00:00:00,0.05578472263449985,162.35100395221457,25.904999999998836,95.0621571750964,14.630000000001019,43.25842696629087,0.06647165280462275,-79.40745127887779,23.86499999999978,96.70750469388928,44.44173573866253,0.24862155267699748,89.08897428364426,25.46833333333355,97.4516755665572,47.45194456861815,0.37063345631136446,141.2368452186686,26.700000000000273,97.05558687143291,48.24236817761288,0.49507759192262135,,25.32187500000009,,43.83962132813577,,,,,,,,,,
2023-01-02 00:00:00,24,16617.17,16629.05,16581.25,16588.35,4327.06948,2023-01-02 01:00:00,-0.07499710088084699,270.573227319367,36.0,90.091254235968,-28.400000000001455,25.372875476933984,-0.0750746082309739,-121.06781264475126,28.952499999999418,92.92574092900605,25.240384615385736,0.0742303918213949,-6.976503463461537,29.261666666666617,95.07054028377961,32.05184055761187,0.26038166721820133,48.48611464047736,29.3425000000002,96.4217621189414,38.65794907088738,0.5092102317890923,,26.710625000000164,,41.588800475451066,,,,,,,,,,
2023-01-02 01:00:00,25,16587.97,16589.2,16548.7,16565.04,5791.85443,2023-01-02 02:00:00,-0.3066715108337892,-691.6096121594261,44.149999999999636,69.80142876470735,-23.30999999999767,0.0,-0.23733966281862529,-198.6777866796753,35.027499999999236,86.87593771365755,17.10510931836852,-0.14358052761515028,-122.48724129085244,30.6266666666664,92.32162333994273,19.659225709047405,0.07392715554741525,-26.19539105648524,30.138750000000073,95.02122067666463,30.072951342163734,0.4267304587816545,,26.91125000000011,,36.60050523276787,,,,,,,,,,
2023-01-02 02:00:00,26,16565.03,16595.92,16555.0,16587.85,3150.41571,2023-01-02 03:00:00,-0.02435156014148898,-33.99741765266069,40.70999999999913,35.14637189145671,22.80999999999767,33.09154214420424,-0.15240042823480016,-276.22924908999585,38.35499999999956,86.23814236606594,29.57579587645131,-0.1632640467839397,-150.59339852774315,32.87166666666599,88.82621102844007,29.234629861982512,-0.005113924816091409,-74.70327142830475,32.123749999999745,93.04877028889834,32.49766718506946,0.38369024042665956,,28.513124999999945,,37.69715043074862,,,,,,,,,,
2023-01-02 03:00:00,27,16587.99,16707.25,16581.8,16661.94,6194.13548,2023-01-02 04:00:00,0.5719828776707958,-284.9231199486762,83.18499999999949,55.49808442866241,74.09000000000015,50.0,0.16978707127845993,15.931547563221349,63.66749999999956,60.29105520038149,39.46886073887006,0.11342444541302399,-109.05507998289441,51.07999999999932,88.48610920892112,39.92768410124211,0.15295111676820738,-72.36680623987586,43.76624999999967,93.32638079825504,40.18078386207353,0.4731046445100251,,35.303750000000036,,41.4316702819955,,,,,,,,,,
2023-01-02 04:00:00,28,16662.38,16674.84,16629.29,16639.44,4983.39445,2023-01-02 05:00:00,0.34754531921408205,-956.0588869115558,85.5,99.88861059491953,-22.5,43.40871806890088,0.30987314058492643,-554.720383302724,63.10499999999956,38.13782108241563,40.44071616376634,0.19040251250022067,-71.02128057796874,54.06999999999971,87.22267883832062,37.51808120563799,0.17556214823624128,-65.57203358779539,46.02874999999949,93.66174504888141,37.13623150537284,0.4904006919836945,,36.62812500000018,,39.18399284596451,,,,,,,,,,
2023-01-02 05:00:00,29,16639.74,16662.94,16619.44,16647.58,4976.78402,2023-01-02 06:00:00,-0.07348342204102076,-110.38537654366114,44.524999999999636,95.7315623595481,8.140000000003056,20.990201134610032,0.4949265982602702,-317.72440999366165,63.85499999999956,38.80907162284083,45.16295468225991,0.202432028070354,-41.3067249762372,57.28666666666626,87.60008235370958,36.9481867107533,0.20919037500648496,-57.58674524071783,49.4412499999994,94.06856967937055,37.6190625884129,0.5418916772555571,,37.58375000000024,,40.69537819787428,,,,,,,,,,
2023-01-02 06:00:00,30,16648.37,16663.27,16635.93,16641.1,3210.61774,2023-01-02 07:00:00,-0.012736938611157544,-108.99475038891337,35.42000000000007,91.46005185140169,-6.480000000003201,35.764499121264166,0.4035213920183134,-333.39262606030974,60.460000000000036,39.95805124823533,42.50930521091766,0.2893195939073223,70.26087130018259,53.8766666666664,89.13911266858956,40.03506498456372,0.22359530279620898,-51.742247007070084,49.4074999999998,94.14247024664688,37.39336937162129,0.5774259118978886,,38.18562500000007,65.9137820874247,40.571150485544095,,,,,,,,,,
2023-01-02 07:00:00,31,16641.1,16769.51,16637.44,16721.28,12856.08557,2023-01-02 08:00:00,0.4228834943629023,-792.8985703755434,79.70499999999993,95.62142400924476,80.18000000000029,48.05801965955315,0.3833524559592627,499.81463601049506,62.11499999999978,67.8648700551642,42.95302013422775,0.7261602205216322,-1182.8731806343947,69.13833333333302,91.85214378203375,46.37223974763372,0.4406651185918875,-18.47033290127128,62.89124999999967,93.7491147346099,41.05690155830897,0.7245042592958884,,44.79562499999997,66.33430052052573,42.6616165963672,,,35.678125000000136,,40.750159670208234,,,,,
2023-01-02 08:00:00,32,16721.27,16772.01,16707.52,16733.71,7080.81126,2023-01-02 09:00:00,0.5690094345288221,-1786.5569548107574,98.27999999999884,99.55845420205182,12.430000000000291,50.0,0.5337534204572947,86.80253384099915,66.84999999999945,93.77524798982081,48.442157899797365,0.8955593317529376,-614.1697117555235,73.06666666666631,95.51869271952627,46.173348122325784,0.6994029827894543,60.248008104849916,64.97749999999951,93.91431512212378,44.158716682678296,0.8475008384200899,315.4938301437781,47.159999999999854,66.9987146069526,42.81063941034575,0.8506488576713656,,36.52750000000003,,41.0096951501674,,,,,
2023-01-02 09:00:00,33,16733.71,16745.68,16710.54,16717.5,5599.20896,2023-01-02 10:00:00,0.009350697413545994,-89.54085448416727,49.81499999999869,99.5499897421965,-16.209999999999127,30.26540053567173,0.46440429056202603,1.1822319830298245,64.75999999999931,99.17841652583479,44.543312010003866,0.6132903968961267,-2545.782574366016,58.01499999999942,95.56187181305388,40.840731282175895,0.8710186454149005,277.90558280630273,64.30749999999944,95.06084532774693,44.870485141546716,0.8828375089218854,354.2824695983442,47.223124999999754,67.93419235559992,41.27870994361153,0.9086841574007964,,36.65625,,39.77894761361234,,,,,
2023-01-02 10:00:00,34,16717.5,16762.86,16708.68,16727.95,5892.57705,2023-01-02 11:00:00,-0.05377356207688644,-112.08740940407102,44.659999999999854,99.98211957591002,10.450000000000728,28.15952573430495,0.512329520542254,9.032325639364869,71.46999999999935,99.91988970437998,46.35451805874173,0.5821260825734198,655.2777863954061,59.45333333333292,96.5309648793633,45.37108817169176,0.9226606387768621,1085.2354261041626,65.96499999999969,96.9219888292454,44.56550496668818,0.9012978857174003,356.54963985865476,49.04437499999972,68.95088652013914,41.200652188995925,0.9725832544402069,,37.67343749999998,,40.17164247238192,,,,,
2023-01-02 11:00:00,35,16727.72,16741.72,16704.07,16735.11,4695.34392,2023-01-02 12:00:00,0.0910569524623428,78.59535649104268,45.91500000000087,99.22617437541987,7.1599999999998545,50.0,0.18067832774091297,-40.5726146663415,47.86499999999978,99.6293843349065,39.37606501507475,0.5562509019829687,282.73623894065867,58.47833333333316,97.15190888511866,45.33377205610128,0.7255215583221286,881.6781169460896,54.98999999999978,95.17006240593314,41.985030683551386,0.9039900716008242,307.89173500498237,49.37812499999973,71.84973923519324,41.07557525860234,1.0505785703817994,,37.913125000000036,,41.0276327663607,,,,,
2023-01-02 12:00:00,36,16735.51,16746.29,16719.3,16721.54,4262.00363,2023-01-02 13:00:00,-0.02883941689979519,-70.34442010730942,32.32000000000153,99.19792437212176,-13.569999999999709,25.672283972750108,-0.0539362299601609,-103.08623283960854,38.49000000000069,99.0848713718077,27.09230769230858,0.5124831108503924,120.76921896286406,58.42000000000007,98.16655514393632,44.04923667172914,0.6264453264118286,601.3313195534006,52.67000000000007,94.87212825963039,43.35848780130401,0.8741280323365963,239.44754803650835,49.34937499999978,76.96958887262039,40.06906673573341,1.115359851952813,,38.004999999999995,,40.91639230339823,,,,,
2023-01-02 13:00:00,37,16721.96,16725.6,16685.0,16694.78,5598.29706,2023-01-02 14:00:00,-0.2357811014971345,-406.2227519783796,33.79500000000007,85.62139982049176,-26.760000000002037,0.0,-0.16882908175147593,-137.8563023156369,39.85500000000047,96.45682745200945,23.309066843150106,0.08017552689898455,-55.80702258384418,43.174999999999876,97.27952372338734,25.758874978563014,0.4511247131353313,331.91604118289575,52.30749999999989,94.36391132818827,38.88379312777771,0.7930712214557323,179.47138338776787,50.874374999999645,78.75431911965718,38.21500407267633,1.1337703378481612,,38.56499999999994,,39.500242436543495,,,,,
2023-01-02 14:00:00,38,16695.12,16710.41,16669.15,16698.69,5460.35075,2023-01-02 15:00:00,-0.1486926983795489,669.1062424575297,40.92999999999847,65.72609938309574,3.9099999999998545,11.307113938691884,-0.21870595816164684,-151.39464815527555,36.625,91.40288857322653,17.720505842803746,-0.16391336935885903,-106.55958024911136,39.303333333333285,96.32424150086315,21.610765213898432,0.37803968635259366,181.99455054104905,54.04749999999967,93.91671737230445,40.07373595505614,0.7434821795887281,138.6130466245137,51.727499999999736,79.33590372470775,38.655489972388835,1.1427146996958015,,39.19218749999993,,39.37637622790886,,,,,
2023-01-02 15:00:00,39,16698.69,16750.0,16692.01,16734.66,6426.56347,2023-01-02 16:00:00,0.2267773308650245,-193.24833151339632,49.625,79.8560471191774,35.970000000001164,50.0,-0.08230848963167725,-163.3025077853275,41.710000000000036,89.92097730668986,33.20842701307333,-0.07222201114385207,-118.13187344986585,43.111666666666984,91.09936960869402,37.01629000064372,0.19552109868632428,4.274891944536385,44.78749999999991,93.1484476117214,35.604440370709966,0.743061142596857,103.77509188153886,53.83937499999979,75.90002088132816,39.40325245942138,1.2002298968311509,,39.58062499999994,,40.766770428847934,,,,,
2023-01-02 16:00:00,40,16734.66,16739.64,16708.23,16710.88,3861.0201,2023-01-02 17:00:00,0.09522297229185295,-172.50637729008508,44.70000000000073,99.34919406502445,-23.779999999998836,37.57835353113323,-0.07087673457731869,533.597375856169,42.8149999999996,89.47346073007596,30.60629316960869,-0.13872730614648,-129.54064416226524,39.31666666666691,86.00204605092306,29.736392945192605,-0.023537726383537905,-79.82193377979013,40.652500000000146,92.41304699614818,29.436763952893372,0.7503468227886723,80.89717545257076,52.81499999999983,73.40487868130032,39.68641602762531,1.2380241433939343,,39.762812499999995,,40.29563525630172,,,,,
2023-01-02 17:00:00,41,16710.69,16723.0,16707.12,16715.42,3035.91493,2023-01-02 18:00:00,-0.10842191146084312,-146.7283232232397,23.645000000000437,99.52587970208211,4.539999999997235,13.816189896525145,0.08324319618522313,-124.18967239441004,36.63500000000022,88.83195325739493,39.442372580358814,-0.16931010685804493,-138.1990300643173,35.6883333333335,80.78164076254318,29.04217064400072,-0.08043188035276039,-106.4576129291748,38.245000000000346,92.06866735964553,32.96487219004061,0.807490529695909,78.68027465608691,51.27624999999989,73.35624361378291,41.30690675404811,1.2485069070287347,,39.09375,,39.86707295530808,,,,,
2023-01-02 18:00:00,42,16715.42,16731.71,16707.47,16723.81,2810.694,2023-01-02 19:00:00,0.06116291765845272,-60.56513083066755,20.05999999999949,99.94188437574059,8.390000000003056,50.0,0.15671198773903328,-158.085175004346,32.38000000000011,92.98050319516693,40.220430991940084,-0.08941277861561625,-134.23542420361787,35.22999999999956,79.55222524655287,33.817879098360734,-0.10982241579943208,-116.3514144514064,34.502500000000055,92.12391907206317,32.583537082314706,0.8229579147127408,83.43213912905337,50.23374999999987,73.64419529013354,40.88893334667065,1.253623264382564,,39.37343749999991,,39.820545240788725,,,,,
2023-01-02 19:00:00,43,16723.64,16738.22,16715.88,16737.56,2607.1075,2023-01-02 20:00:00,0.13406990059068313,-233.95500770223796,23.289999999999054,99.92112226924878,13.75,50.0,0.07038932442327006,-171.26275361985995,23.467499999999745,94.54158752374518,34.586466165414166,0.11405065780358825,-110.94028498965334,32.1866666666665,80.27182921611121,42.421924792862136,-0.09584163628224562,-121.3829603371559,32.58874999999989,85.51235488702453,33.74740151092645,0.7185352204901907,70.10923516915932,43.789374999999836,72.32663941781148,38.594147848228104,1.2618372665006206,,39.546562499999936,,39.94169735227066,,,,,
2023-01-02 20:00:00,44,16737.56,16738.23,16709.29,16728.52,2881.53898,2023-01-02 21:00:00,0.03623201507831908,-2.9641465057677396,25.639999999999418,96.604065578115,-9.040000000000873,37.62999452654535,0.10335468844726581,-217.03389236963355,22.849999999999454,95.46104098729035,42.75641025640973,0.17042632668549107,-279.6996623315197,30.133333333333212,80.90179074655423,39.62180622312195,-0.06361932967754447,-122.84424948457568,32.83249999999953,71.4171623887602,34.540736896730564,0.6618890276055556,55.400576873811524,42.7512499999998,71.30967445385977,39.709671877684166,1.2535105369851696,,39.68968749999999,,39.45212381432221,,,,,
2023-01-02 21:00:00,45,16728.52,16799.23,16718.41,16757.76,3771.07914,2023-01-02 22:00:00,0.11443339679428899,-18.52261697585491,54.8799999999992,96.57990084704201,29.239999999997963,43.305687203790505,0.2283009615306142,374.4455150868649,39.08499999999913,98.71468082437828,45.957066189624044,0.17016281557244994,-216.14318799867905,33.9383333333329,86.73390100093674,38.656159270012246,0.14070805818211518,-109.05880530295666,37.85999999999967,70.92522505952394,42.68781748507264,0.657026164376795,40.246091277759646,45.08374999999978,77.24677869799471,40.56470032291064,1.288191999987287,,41.33375000000001,,40.62614102256467,,,,,
2023-01-02 22:00:00,46,16757.76,16763.78,16690.18,16698.4,5609.151,2023-01-02 23:00:00,-0.16707031255029925,-449.94552569568594,77.20999999999913,97.83533832415301,-59.359999999996944,24.813306177868057,-0.05085514715863493,-84.91480513151897,51.42499999999927,99.31935897713461,27.846871356393123,0.031188853910468772,-149.63828672157103,40.969999999999345,92.55511384981281,31.025299600532634,0.06750525377301475,-102.91749778200855,41.90249999999969,69.6417224167223,33.2983041020441,0.5537594913437971,21.5219407413475,47.97499999999968,82.20281808330431,36.73942506598207,1.2611131552667576,,43.08031249999988,,38.44969047125386,,,,,
2023-01-02 23:00:00,47,16698.4,16722.98,16660.51,16672.87,6806.55328,2023-01-03 00:00:00,-0.5048406821453022,-559.9966853361769,68.03499999999985,94.89644422797514,-25.530000000002474,0.0,-0.3342875381338928,-332.96854691349955,61.45749999999953,90.53616814610191,19.185092841676195,-0.15464240675335805,-79.68637865763769,48.73499999999937,94.02461965101519,26.122324469978352,-0.17005647184069606,-133.4622199199782,42.462499999999636,68.5603837052757,24.360705728599143,0.2745783147990455,-13.072988927337292,43.62499999999977,82.1486564706685,29.54476087620033,1.1927064364730011,,44.21031249999987,,37.112378076640326,,,,,
2023-01-03 00:00:00,48,16672.78,16706.14,16647.81,16695.59,5684.61483,2023-01-03 01:00:00,-0.0509479542822211,-45.99432973984595,60.399999999999636,95.28188867229238,22.720000000001164,32.013526842327224,-0.27217732493964863,-361.3119016819917,68.80499999999938,85.23283339514796,27.519728827922123,-0.18978637251652053,-23.691572633704837,54.41666666666606,91.68906534351987,29.15908586642979,-0.16158766983456196,-247.26229545302115,45.82749999999942,66.89457417310152,31.30448628637383,0.07903259917412253,-46.85860037705183,43.23999999999978,82.13612147316188,30.487559069225853,1.1477024979434924,,45.19999999999982,,37.51683663652104,,,,,
2023-01-03 01:00:00,49,16695.59,16696.04,16651.42,16677.6,5606.2077,2023-01-03 02:00:00,0.041037658390874476,-110.04380906085267,51.475000000000364,92.03854523390129,-17.9900000000016,35.81901308529048,-0.4551319321179248,-312.5599092207374,59.75500000000011,77.80989231915578,15.318230852211883,-0.3205599830580441,893.0189980895638,58.129999999999804,88.15736704425258,24.073387694588163,-0.22112203030478783,341.01348711561,49.41999999999962,65.29005409317415,28.48685222205151,-0.07253634214821059,-73.89644946200927,43.83249999999998,82.2466550309136,30.366503825648493,1.0738511083850044,,45.52781249999987,,36.5292192976494,,,,,
2023-01-03 02:00:00,50,16677.6,16688.53,16671.6,16674.03,4217.23484,2023-01-03 03:00:00,-0.11409176882584138,16.78459736977642,30.775000000001455,93.21684471738232,-3.569999999999709,0.0,-0.2461169040402389,-1512.2636274553201,45.587500000000546,72.44920493810952,24.554198638279104,-0.3575407758550031,-463.29540351047933,56.12833333333341,85.32981764750987,24.699339259399807,-0.2886743569027961,88.43094378353695,48.50624999999991,63.39075452946321,26.612935887570032,-0.21182230937613067,-96.25538414081744,41.50437499999998,78.34805208315863,29.1627993317244,0.9903775296239425,,45.27437499999985,,36.051336006670006,,,,,
2023-01-03 03:00:00,51,16674.04,16700.28,16666.91,16691.81,4675.39859,2023-01-03 04:00:00,0.07349576600907959,25.908980687171066,25.149999999999636,98.61204724513243,17.780000000002474,45.438282647585886,0.040558728039497005,-83.54682262693875,38.3125,76.04804568061266,39.48907956318276,-0.40960517858176226,-360.59664973347697,48.21999999999995,80.38964883776674,21.605761536410725,-0.3098648926575187,71.75923726132129,49.88499999999976,55.785866744239144,27.352237518139503,-0.2946289741550201,-113.910824096893,41.23687499999983,78.22690280829096,30.14153029632918,0.9226114156370979,,45.30749999999978,,36.231188274024085,,,,,
