date_open,open,high,low,close,volume,date_close
2019-03-11 10:00:00,3870.1,3890.0,3870.1,3890.0,0.05,2019-03-11 11:00:00
2019-03-11 11:00:00,3875.3,3907.7,3875.3,3907.7,1.5392347999999998,2019-03-11 12:00:00
2019-03-11 12:00:00,3870.0,3870.0,3870.0,3870.0,0.1,2019-03-11 13:00:00
2019-03-11 13:00:00,3866.9,3866.9,3865.5,3865.5,0.549,2019-03-11 14:00:00
2019-03-11 14:00:00,3867.9,3868.0,3857.3,3860.1,5.09725637,2019-03-11 15:00:00
2019-03-11 15:00:00,3860.1,3860.1,3860.1,3860.1,0.14524727999999998,2019-03-11 16:00:00
2019-03-11 16:00:00,3850.0,3853.5,3850.0,3853.5,0.88467276,2019-03-11 17:00:00
2019-03-11 20:00:00,3869.7,3869.9,3869.7,3869.9,0.0133237,2019-03-11 21:00:00
2019-03-11 21:00:00,3864.1,3864.1,3864.1,3864.1,0.27494194,2019-03-11 22:00:00
2019-03-11 22:00:00,3864.1,3864.1,3864.1,3864.1,5.806e-05,2019-03-11 23:00:00
2019-03-11 23:00:00,3866.1,3866.1,3866.1,3866.1,0.03881432,2019-03-12 00:00:00
2019-03-12 00:00:00,3866.1,3866.1,3866.1,3866.1,0.21118568,2019-03-12 01:00:00
2019-03-12 01:00:00,3845.1,3847.1,3839.3,3839.3,1.2,2019-03-12 02:00:00
2019-03-12 02:00:00,3833.5,3833.5,3821.9,3821.9,1.70598673,2019-03-12 03:00:00
2019-03-12 03:00:00,3823.9,3829.7,3823.9,3829.7,0.2,2019-03-12 04:00:00
2019-03-12 04:00:00,3827.7,3829.7,3821.9,3829.7,0.7,2019-03-12 05:00:00
2019-03-12 05:00:00,3835.5,3842.8,3835.5,3839.3,1.87139216,2019-03-12 06:00:00
2019-03-12 06:00:00,3841.3,3846.6,3840.5,3846.6,4.03433086,2019-03-12 07:00:00
2019-03-12 07:00:00,3846.6,3846.6,3846.1,3846.1,0.16685195,2019-03-12 08:00:00
2019-03-12 08:00:00,3847.8,3880.3,3847.8,3880.3,1.8469762600000001,2019-03-12 09:00:00
2019-03-12 09:00:00,3880.3,3883.6,3876.7,3881.3,1.78962091,2019-03-12 10:00:00
2019-03-12 10:00:00,3882.7,3897.0,3882.7,3891.0,2.73514043,2019-03-12 11:00:00
2019-03-12 11:00:00,3891.0,3894.6,3889.8,3889.8,2.68600073,2019-03-12 12:00:00
2019-03-12 12:00:00,3887.5,3898.8,3887.5,3898.8,14.43310633,2019-03-12 13:00:00
2019-03-12 13:00:00,3898.8,3900.7,3885.1,3885.1,1.26154086,2019-03-12 14:00:00
2019-03-12 14:00:00,3890.1,3892.5,3890.1,3892.5,0.7289181,2019-03-12 15:00:00
2019-03-12 16:00:00,3881.8,3881.8,3878.0,3878.6,7.26337509,2019-03-12 17:00:00
2019-03-12 21:00:00,3887.3,3889.0,3881.3,3881.3,4.184,2019-03-12 22:00:00
2019-03-13 00:00:00,3885.9,3886.5,3885.9,3886.5,0.94098291,2019-03-13 01:00:00
2019-03-13 01:00:00,3886.5,3886.5,3874.8,3874.8,2.26836739,2019-03-13 02:00:00
2019-03-13 02:00:00,3874.8,3876.3,3874.8,3876.3,0.2279267,2019-03-13 03:00:00
2019-03-13 03:00:00,3877.2,3886.0,3877.2,3886.0,1.26,2019-03-13 04:00:00
2019-03-13 04:00:00,3889.1,3889.1,3882.1,3882.1,3.49127441,2019-03-13 05:00:00
2019-03-13 05:00:00,3873.7,3873.7,3873.7,3873.7,0.001,2019-03-13 06:00:00
2019-03-13 08:00:00,3877.9,3877.9,3877.9,3877.9,0.001,2019-03-13 09:00:00
2019-03-13 09:00:00,3871.9,3871.9,3871.9,3871.9,0.1,2019-03-13 10:00:00
2019-03-13 10:00:00,3861.8,3861.8,3846.1,3846.1,0.201,2019-03-13 11:00:00
2019-03-13 12:00:00,3856.2,3865.7,3856.2,3865.7,0.13891008,2019-03-13 13:00:00
2019-03-13 15:00:00,3865.0,3865.0,3861.9,3861.9,0.5483461199999999,2019-03-13 16:00:00
2019-03-13 23:00:00,3863.1,3863.1,3863.1,3863.1,0.01374138,2019-03-14 00:00:00
2019-03-14 00:00:00,3873.6,3876.3,3863.4,3875.7,7.08058018,2019-03-14 01:00:00
